hall_id,hall_name,aspect,cross_score,text
1126,반포 고터역 컨벤션홀,hall_vibe,0.5991,따뜻한 분위기의 식사 공간
1129,광명 아이벡스컨벤션,transport_access,0.4607,광명역에서 가까워 게스트 이동에 용이
1189,다르미앙,transport_access,0.3982,근처 역이 있어 도보로 접근 용이
1262,지하철역 근처 웨딩여율리,transport_access,0.3701,지하철역과 가까움
1208,수원 이비스 호텔,transport_access,0.3285,지하철역과 매우 가까움
1059,서울 라움아트센터 폰드가든,transport_access,0.2932,지하철역과의 거리 가까움
1116,수원 라 뷔 포레 (구 호텔리츠),transport_access,0.1980,역 근처로 대중교통 이용에 편리
1199,신도림 더세인트,hall_vibe,0.1776,"신도림역 근처의 밝은 홀로, 낮은 층고가 아늑한 분위기를 줌"
1054,강서 루이비스,transport_access,0.1582,가양역 9번 출구에서 도보 약 1분 거리
1144,sy컨벤션,hall_vibe,0.1576,"명동역 인근에 위치한 밝은 분위기의 중형 홀, 층고가 높은 편이어서 개방감이 좋음"
1173,발산역 더베뉴지,transport_access,0.1119,지하철역과 가까워 접근성 좋음
1223,중구 루이비스 웨딩홀,hall_vibe,0.1016,"중앙역 근처에서 비교적 어두운 분위기를 지닌 홀로, 층고가 낮아 아늑함"
1259,신라호텔 다이너스티,transport_access,0.0975,동대입구역과 가까운 위치
1229,송파 문정 루이비스,transport_access,0.0925,문정역과 인접해 있어 교통이 편리함
1180,광명 아이벡스 컨벤션,transport_access,0.0902,"교통편이 좋음, 터미널이나 역과 가까움"
1267,수원 라 뷔포레 (구 호텔리츠),hall_vibe,0.0869,"웨딩홀 전체를 식장으로 쓰는 느낌, 혼잡하지 않음"
1235,루이비스,hall_vibe,0.0753,"압구정역 인근의 중간 크기의 밝은 홀로, 내부 장식이 화려함"
1198,대전 루이비스컨벤션 아모리스홀,transport_access,0.0726,지하철역과 가까워 접근성이 좋음
1172,대치 더채플,transport_access,0.0701,지하철역과 매우 가까워 접근성 좋음
1051,청담 더채플앳,hall_vibe,0.0698,"청담역 인근, 밝고 모던한 느낌의 중간 크기 홀, 층고는 약간 낮은 편"
1004,선릉 상록 아트홀,hall_vibe,0.0634,"층고가 높고 웅장한 어두운 홀, 선릉역 인근 최대 규모"
1252,신도림 더세인트 그랜드볼룸홀,transport_access,0.0614,"신도림역(1,2호선) 지하로 연결, 우천 시에도 편리"
1180,광명 아이벡스 컨벤션,transport_access,0.0576,지하철역과 가까워 대중교통 이용 편리
1262,지하철역 근처 웨딩여율리,transport_access,0.0572,지하철역과 매우 가까워 접근성 우수
1262,지하철역 근처 웨딩여율리,transport_access,0.0524,지하철역과 가까워 교통이 편리함
1119,서울숲 보테가마지오,transport_access,0.0511,서울숲 역과 인접하여 접근성 좋음
1175,라뷔포레,hall_vibe,0.0502,"강남역과 가까운 밝은 홀로, 층고는 다소 낮지만 아늑한 분위기 제공"
1182,까사그랑데 센트로,transport_access,0.0490,역과 거의 연결되어 있어 접근성 좋음
1018,수원 더마레보호텔&웨딩,transport_access,0.0471,지하철역과 가까워 대중교통 접근성 좋음
1050,안양 더파티움,transport_access,0.0443,"평촌역 바로 앞, 접근성 좋음"
1215,용산 로카우스 호텔,transport_access,0.0442,용산역과 매우 가까워 접근성 좋음
1214,JK아트컨벤션 아트리움홀,hall_vibe,0.0416,"식장에서 바로 나오자마자 식당으로 가는 동선이 좋고, 전체적으로 밝고 쾌적한 분위기"
1025,여의도 글래드,transport_access,0.0386,지하철역과 인접하여 대중교통 이용이 편리
1121,신사 더컨벤션,transport_access,0.0384,신사역과 가까운 위치
1113,인천 그랜드오스티엄/CMCC홀,transport_access,0.0332,지하철역과 가까워 대중교통으로도 편리하게 접근 가능
1258,공덕 아펠가모 라로브홀,transport_access,0.0292,"공덕역 도보 3분, 역과 가까워서 편리함"
1162,인천 그랜드오스티엄 CMCC홀,transport_access,0.0284,"역과 근접, 버스 이용 가능"
1130,셀럽앤어셈,hall_vibe,0.0282,"서울역과 가까운 밝은 홀로, 층고가 높아 개방감이 뛰어남"
1263,서울 강남 아르베 웨딩,transport_access,0.0281,"9호선 언주역과 선정릉역 사이, 더블 역세권"
1021,경기장 그랜드오스티엄 cmcc홀,transport_access,0.0279,지하철역과 가까워 교통이 매우 편리함
1255,인천 부평 그레이스 파티,transport_access,0.0268,"부평역 3분 거리, 역과 직접 연결된 출입구"
1261,선정릉>더 라움>체임버홀,transport_access,0.0209,"선정릉역에서 도보 5분, 언주역과 가까움"
1025,여의도 글래드,hall_vibe,0.0207,"전형적인 호텔 웨딩홀 느낌, 깔끔하고 단정한 분위기, 조명이 잘 들어와 고급스러움"
1107,가천컨벤션센터,hall_vibe,0.0183,"호텔 예식 분위기의 어두운 홀, 웅장한 층고"
1050,안양 더파티움,hall_vibe,0.0174,"어두운 편의 홀, 중앙 집중 구조로 신랑신부에게 시선이 향함"
1048,강남구 셀럽엔어샘,transport_access,0.0138,선릉역에서 가까운 위치
1076,강남 조선팰리스 더 그레이트홀,hall_vibe,0.0128,"호텔 분위기, 플라워 세팅과 S자 버진로드가 아름다움"
1144,sy컨벤션,transport_access,0.0126,명동역과 매우 가까운 위치로 접근 편리
1122,에스칼라디움,hall_vibe,0.0102,"단독홀, 편리한 교통, 고급스러운 분위기"
1214,JK아트컨벤션 아트리움홀,hall_vibe,0.0090,식장 내부가 밝고 천장이 높아 웅장한 느낌을 줌
1113,인천 그랜드오스티엄/CMCC홀,transport_access,0.0065,"가까운 지하철역에서 10분 거리, 접근성 양호"
1167,강남 브라이튼하우스,transport_access,0.0055,역 근처에서 셔틀버스 운영
1188,인천 그랜드오스티엄>블리스홀,transport_access,0.0055,"가까운 지하철역 없음, 차량 이용이 편리함"
1008,삼성 노블발렌티,transport_access,0.0055,"삼성역, 봉은사역과 가까운 위치"
1050,안양 더파티움,transport_access,0.0053,"평촌역에서 도보 3분 거리, 역과 가까워 접근성 뛰어남"
1227,연대동문회관 예식장,hall_vibe,0.0051,무난하고 가까운 분위기
1202,강남 라온제나,transport_access,0.0042,강남역과 매우 가까운 위치
1265,강남 메종드 아나하,transport_access,0.0032,"역삼역 도보 8분, 파란색 버스 정차, 정기 셔틀 10분 간격"
1264,여율리,transport_access,0.0023,적당한 위치
1010,dmc타워웨딩 펠리체홀,transport_access,0.0022,가까운 디지털미디어시티역에서 도보로 이동 가능
1204,강남구 논현로 호텔 엘리에나,transport_access,0.0021,지하철 역에서 약간 거리가 있지만 셔틀버스가 운행됨
1265,강남 메종드 아나하,hall_vibe,0.0017,"단독홀, 넓은 공간과 개방감, 선큰 보이드로 막힌 느낌 없음"
1116,수원 라 뷔 포레 (구 호텔리츠),transport_access,0.0017,수원역과 가까운 위치로 대중교통 접근이 매우 좋음
1015,부천 소풍컨벤션,hall_vibe,0.0016,"넓고 깨끗한 로비, 리뉴얼된 신부대기실"
1244,의정부 더 마리포사,hall_vibe,0.0015,"고급스러운 호텔식 느낌, 어두운 톤에 조명 포인트, 긴 버진로드"
1244,의정부 더 마리포사,hall_vibe,0.0015,"고급스러운 호텔식 느낌, 어두운 톤에 조명 포인트, 긴 버진로드"
1162,인천 그랜드오스티엄 CMCC홀,transport_access,0.0014,지하철역과 가깝고 버스 노선도 잘 연결됨
1025,여의도 글래드,hall_vibe,0.0012,"모던한 호텔 분위기, 밝은 조명과 높은 천장이 돋보임"
1109,용산 나인트리 프리미어 로카우스 호텔,hall_vibe,0.0011,신축호텔로 깔끔하고 밝은 홀 또는 어두운 홀 선택 가능
1163,엘리에나호텔 그랜드볼룸,transport_access,0.0010,압구정역에서 가까운 거리에 위치하여 접근성 양호
1092,인천 CN웨딩홀 계산점 미엘르홀,transport_access,0.0009,"계산역에서 비교적 가까운 거리, 교통 편리함"
1141,수서 빌라드지디 (르씨엘홀),transport_access,0.0008,수서역과 가까운 편이나 대중교통 이용 시 다소 불편할 수 있음
1084,부천 라비에벨 웨딩,hall_vibe,0.0008,"넓고 층고가 높은 단독홀, 답답하지 않고 확 트인 분위기"
1263,서울 강남 아르베 웨딩,hall_vibe,0.0008,"밝고 화사한 하우스웨딩 무드, 꽃으로 장식된 공간"
1148,왕십리 H스퀘어웨딩,hall_vibe,0.0007,"넓고 편안한 분위기, 하객 친화적인 환경"
1259,신라호텔 다이너스티,hall_vibe,0.0006,고급스럽고 품격 있는 분위기
1212,신도림 웨스턴베니비스,hall_vibe,0.0005,"어두운 홀, 적당한 층고, 여유 있는 좌석"
1037,호텔 나루,hall_vibe,0.0004,"5성급 호텔, 깔끔하고 정돈된 느낌, 층고가 낮고 버진 로드가 ㄱ자로 꺾여 있음"
1054,강서 루이비스,hall_vibe,0.0003,"밝은 홀, 층고가 높아 답답함 없음"
1168,문래 규수당,hall_vibe,0.0003,"단독홀, 화이트/핑크 정석 느낌, 동선이 매우 좋음"
1248,동촌 노비아갈라,hall_vibe,0.0003,"화려하고 밝은 홀, 샹들리에와 꽃이 잘 어울림"
1107,가천컨벤션센터,hall_vibe,0.0002,"고급스러운 어두운 홀, 호텔 예식 느낌, 육각형 베뉴"
1121,신사 더컨벤션,hall_vibe,0.0002,"어두운 홀, 층고 10m 이상, 좌석 간격 넓음"
1249,여의도 더파티움 파티움홀,hall_vibe,0.0002,"밝은 홀, 생화 향기가 느껴지는 쾌적한 분위기"
1253,부천 채림 웨딩홀,hall_vibe,0.0002,"단정하면서도 적당히 화려한 분위기, 버진로드가 길어 입장 연출이 예쁨"
1261,선정릉>더 라움>체임버홀,hall_vibe,0.0001,"고풍스럽고 웅장한 분위기, 층고 9.5m로 높음"
1205,서울 앰버서더 풀만 호텔 그랜드볼룸,transport_access,0.0001,지하철역과의 접근성이 뛰어나며 셔틀버스도 운행됨
1085,강남 세인트메리엘 메리엘홀,hall_vibe,0.0001,"밝은 홀, 깔끔한 호텔 로비 분위기"
1175,라뷔포레,hall_vibe,0.0001,
1266,파티움하우스,hall_vibe,0.0001,
1050,안양 더파티움,hall_vibe,0.0001,
1260,이천 빌라드아모르 웨딩홀,transport_access,0.0001,
1076,강남 조선팰리스 더 그레이트홀,hall_vibe,0.0001,고급스러운 조명과 넓은 층고로 호텔 느낌의 밝은 홀
1280,드레스가든,hall_vibe,0.0000,"모던하고 밝은 분위기의 중간 크기의 홀, 낮은 층고로 인해 친밀감 있는 느낌을 줌"
